id,species,symptoms,disease
801,cow,lameness;loss_of_appetite;blisters,Foot_and_Mouth
802,cow,blisters;lameness;fever,Foot_and_Mouth
803,cow,blisters;lameness;salivation;fever;loss_of_appetite,Foot_and_Mouth
804,cow,salivation;fever;loss_of_appetite;lameness;blisters,Foot_and_Mouth
805,cow,blisters;salivation;fever,Foot_and_Mouth
806,cow,loss_of_appetite;salivation;blisters;fever,Foot_and_Mouth
807,cow,blisters;fever;salivation,Foot_and_Mouth
808,cow,fever;salivation;lameness;loss_of_appetite,Foot_and_Mouth
809,cow,salivation;fever;lameness,Foot_and_Mouth
810,cow,blisters;salivation;loss_of_appetite;fever,Foot_and_Mouth
811,cow,fever;loss_of_appetite;salivation,Foot_and_Mouth
812,cow,lameness;salivation;fever,Foot_and_Mouth
813,cow,fever;loss_of_appetite;lameness,Foot_and_Mouth
814,cow,salivation;lameness;blisters,Foot_and_Mouth
815,cow,lameness;blisters;fever;loss_of_appetite;salivation,Foot_and_Mouth
816,cow,loss_of_appetite;fever;lameness,Foot_and_Mouth
817,cow,blisters;lameness;loss_of_appetite;fever,Foot_and_Mouth
818,cow,lameness;salivation;fever;blisters;loss_of_appetite,Foot_and_Mouth
819,cow,lameness;loss_of_appetite;salivation,Foot_and_Mouth
820,cow,salivation;fever;loss_of_appetite;lameness,Foot_and_Mouth
821,cow,lameness;loss_of_appetite;fever,Foot_and_Mouth
822,cow,loss_of_appetite;salivation;fever,Foot_and_Mouth
823,cow,fever;loss_of_appetite;salivation;lameness;blisters,Foot_and_Mouth
824,cow,loss_of_appetite;blisters;fever,Foot_and_Mouth
825,cow,lameness;blisters;fever;salivation;loss_of_appetite,Foot_and_Mouth
826,cow,lameness;fever;loss_of_appetite;salivation,Foot_and_Mouth
827,cow,fever;salivation;blisters;loss_of_appetite;lameness,Foot_and_Mouth
828,cow,salivation;loss_of_appetite;lameness;fever,Foot_and_Mouth
829,cow,blisters;loss_of_appetite;fever;salivation,Foot_and_Mouth
830,cow,loss_of_appetite;fever;salivation,Foot_and_Mouth
831,cow,blisters;lameness;salivation;fever,Foot_and_Mouth
832,cow,blisters;loss_of_appetite;lameness,Foot_and_Mouth
833,cow,fever;loss_of_appetite;blisters;lameness,Foot_and_Mouth
834,cow,loss_of_appetite;lameness;blisters;salivation;fever,Foot_and_Mouth
835,cow,loss_of_appetite;blisters;salivation;fever;lameness,Foot_and_Mouth
836,cow,lameness;blisters;salivation,Foot_and_Mouth
837,cow,blisters;salivation;fever;lameness;loss_of_appetite,Foot_and_Mouth
838,cow,salivation;loss_of_appetite;blisters;fever,Foot_and_Mouth
839,cow,salivation;fever;blisters;loss_of_appetite,Foot_and_Mouth
840,cow,lameness;loss_of_appetite;blisters;salivation,Foot_and_Mouth
841,cow,weight_loss;loss_of_appetite;lethargy,Ketosis
842,cow,weight_loss;lethargy;sweet_breath;loss_of_appetite;low_milk_yield,Ketosis
843,cow,sweet_breath;loss_of_appetite;weight_loss;low_milk_yield;lethargy,Ketosis
844,cow,sweet_breath;loss_of_appetite;low_milk_yield;weight_loss,Ketosis
845,cow,loss_of_appetite;sweet_breath;lethargy;low_milk_yield,Ketosis
846,cow,sweet_breath;low_milk_yield;loss_of_appetite;weight_loss;lethargy,Ketosis
847,cow,weight_loss;lethargy;loss_of_appetite;low_milk_yield;sweet_breath,Ketosis
848,cow,loss_of_appetite;sweet_breath;lethargy,Ketosis
849,cow,weight_loss;loss_of_appetite;low_milk_yield,Ketosis
850,cow,sweet_breath;loss_of_appetite;lethargy;low_milk_yield;weight_loss,Ketosis
851,cow,sweet_breath;loss_of_appetite;low_milk_yield,Ketosis
852,cow,weight_loss;lethargy;low_milk_yield;loss_of_appetite,Ketosis
853,cow,loss_of_appetite;weight_loss;sweet_breath;low_milk_yield;lethargy,Ketosis
854,cow,weight_loss;loss_of_appetite;sweet_breath;lethargy,Ketosis
855,cow,lethargy;loss_of_appetite;sweet_breath;low_milk_yield;weight_loss,Ketosis
856,cow,sweet_breath;low_milk_yield;weight_loss;lethargy;loss_of_appetite,Ketosis
857,cow,low_milk_yield;loss_of_appetite;lethargy;sweet_breath;weight_loss,Ketosis
858,cow,weight_loss;lethargy;low_milk_yield;sweet_breath;loss_of_appetite,Ketosis
859,cow,sweet_breath;loss_of_appetite;weight_loss,Ketosis
860,cow,low_milk_yield;sweet_breath;loss_of_appetite;weight_loss,Ketosis
861,cow,sweet_breath;weight_loss;loss_of_appetite;low_milk_yield;lethargy,Ketosis
862,cow,weight_loss;sweet_breath;lethargy,Ketosis
863,cow,low_milk_yield;sweet_breath;lethargy,Ketosis
864,cow,sweet_breath;lethargy;low_milk_yield,Ketosis
865,cow,sweet_breath;weight_loss;low_milk_yield,Ketosis
866,cow,low_milk_yield;sweet_breath;weight_loss;loss_of_appetite,Ketosis
867,cow,sweet_breath;weight_loss;loss_of_appetite;low_milk_yield,Ketosis
868,cow,sweet_breath;loss_of_appetite;low_milk_yield;weight_loss;lethargy,Ketosis
869,cow,low_milk_yield;weight_loss;lethargy;loss_of_appetite,Ketosis
870,cow,loss_of_appetite;lethargy;weight_loss,Ketosis
871,cow,lethargy;low_milk_yield;sweet_breath;loss_of_appetite,Ketosis
872,cow,weight_loss;sweet_breath;low_milk_yield,Ketosis
873,cow,low_milk_yield;weight_loss;loss_of_appetite;sweet_breath,Ketosis
874,cow,lethargy;low_milk_yield;loss_of_appetite;weight_loss;sweet_breath,Ketosis
875,cow,loss_of_appetite;lethargy;weight_loss,Ketosis
876,cow,sweet_breath;loss_of_appetite;low_milk_yield;lethargy,Ketosis
877,cow,low_milk_yield;sweet_breath;weight_loss;loss_of_appetite;lethargy,Ketosis
878,cow,low_milk_yield;sweet_breath;lethargy;weight_loss;loss_of_appetite,Ketosis
879,cow,loss_of_appetite;weight_loss;sweet_breath;lethargy;low_milk_yield,Ketosis
880,cow,sweet_breath;loss_of_appetite;low_milk_yield;lethargy;weight_loss,Ketosis
881,cow,sweet_breath;loss_of_appetite;lethargy,Ketosis
882,cow,weight_loss;loss_of_appetite;sweet_breath;lethargy;low_milk_yield,Ketosis
883,cow,weight_loss;sweet_breath;loss_of_appetite;low_milk_yield;lethargy,Ketosis
884,cow,loss_of_appetite;lethargy;sweet_breath,Ketosis
885,cow,loss_of_appetite;low_milk_yield;sweet_breath;weight_loss;lethargy,Ketosis
886,cow,low_milk_yield;lethargy;weight_loss;loss_of_appetite;sweet_breath,Ketosis
887,cow,low_milk_yield;lethargy;loss_of_appetite,Ketosis
888,cow,loss_of_appetite;low_milk_yield;lethargy;weight_loss;sweet_breath,Ketosis
889,cow,loss_of_appetite;sweet_breath;low_milk_yield;weight_loss,Ketosis
890,cow,sweet_breath;lethargy;low_milk_yield;loss_of_appetite;weight_loss,Ketosis
891,cow,loss_of_appetite;sweet_breath;weight_loss,Ketosis
892,cow,weight_loss;sweet_breath;low_milk_yield;lethargy,Ketosis
893,cow,weight_loss;loss_of_appetite;low_milk_yield,Ketosis
894,cow,loss_of_appetite;weight_loss;low_milk_yield,Ketosis
895,cow,lethargy;weight_loss;loss_of_appetite;sweet_breath,Ketosis
896,cow,lethargy;weight_loss;loss_of_appetite;low_milk_yield,Ketosis
897,cow,weight_loss;loss_of_appetite;low_milk_yield,Ketosis
898,cow,weight_loss;low_milk_yield;sweet_breath;lethargy;loss_of_appetite,Ketosis
899,cow,lethargy;loss_of_appetite;sweet_breath,Ketosis
900,cow,weight_loss;lethargy;sweet_breath;low_milk_yield,Ketosis
901,cow,weight_loss;loss_of_appetite;lethargy;low_milk_yield,Ketosis
902,cow,weight_loss;sweet_breath;loss_of_appetite,Ketosis
903,cow,weight_loss;loss_of_appetite;low_milk_yield;sweet_breath,Ketosis
904,cow,low_milk_yield;sweet_breath;weight_loss;lethargy;loss_of_appetite,Ketosis
905,cow,sweet_breath;weight_loss;low_milk_yield;loss_of_appetite,Ketosis
906,cow,low_milk_yield;weight_loss;lethargy;sweet_breath;loss_of_appetite,Ketosis
907,cow,sweet_breath;loss_of_appetite;lethargy;low_milk_yield;weight_loss,Ketosis
908,cow,lethargy;sweet_breath;weight_loss,Ketosis
909,cow,loss_of_appetite;sweet_breath;lethargy;low_milk_yield;weight_loss,Ketosis
910,cow,loss_of_appetite;lethargy;weight_loss,Ketosis
911,cow,diarrhea;loss_of_appetite;dehydration;weakness;fever,Bovine_Diarrhea
912,cow,dehydration;loss_of_appetite;fever;diarrhea,Bovine_Diarrhea
913,cow,fever;weakness;diarrhea,Bovine_Diarrhea
914,cow,dehydration;loss_of_appetite;weakness;diarrhea;fever,Bovine_Diarrhea
915,cow,weakness;diarrhea;dehydration,Bovine_Diarrhea
916,cow,diarrhea;loss_of_appetite;dehydration;weakness,Bovine_Diarrhea
917,cow,loss_of_appetite;weakness;diarrhea,Bovine_Diarrhea
918,cow,diarrhea;weakness;loss_of_appetite,Bovine_Diarrhea
919,cow,diarrhea;fever;loss_of_appetite;weakness;dehydration,Bovine_Diarrhea
920,cow,diarrhea;fever;weakness;loss_of_appetite,Bovine_Diarrhea
921,cow,diarrhea;weakness;loss_of_appetite;fever;dehydration,Bovine_Diarrhea
922,cow,diarrhea;fever;loss_of_appetite,Bovine_Diarrhea
923,cow,dehydration;fever;weakness;diarrhea,Bovine_Diarrhea
924,cow,dehydration;weakness;diarrhea,Bovine_Diarrhea
925,cow,dehydration;fever;diarrhea,Bovine_Diarrhea
926,cow,weakness;dehydration;fever;loss_of_appetite;diarrhea,Bovine_Diarrhea
927,cow,loss_of_appetite;weakness;diarrhea,Bovine_Diarrhea
928,cow,loss_of_appetite;fever;diarrhea;weakness,Bovine_Diarrhea
929,cow,dehydration;loss_of_appetite;diarrhea;fever;weakness,Bovine_Diarrhea
930,cow,diarrhea;weakness;loss_of_appetite,Bovine_Diarrhea
931,cow,loss_of_appetite;dehydration;diarrhea;fever;weakness,Bovine_Diarrhea
932,cow,loss_of_appetite;fever;weakness;dehydration;diarrhea,Bovine_Diarrhea
933,cow,fever;diarrhea;weakness;loss_of_appetite,Bovine_Diarrhea
934,cow,diarrhea;loss_of_appetite;fever;dehydration,Bovine_Diarrhea
935,cow,dehydration;diarrhea;weakness,Bovine_Diarrhea
936,cow,diarrhea;fever;weakness;dehydration,Bovine_Diarrhea
937,cow,dehydration;loss_of_appetite;weakness,Bovine_Diarrhea
938,cow,loss_of_appetite;weakness;fever;dehydration,Bovine_Diarrhea
939,cow,loss_of_appetite;weakness;diarrhea,Bovine_Diarrhea
940,cow,dehydration;diarrhea;weakness,Bovine_Diarrhea
941,cow,loss_of_appetite;fever;weakness;diarrhea,Bovine_Diarrhea
942,cow,loss_of_appetite;fever;diarrhea;weakness;dehydration,Bovine_Diarrhea
943,cow,diarrhea;weakness;fever;loss_of_appetite,Bovine_Diarrhea
944,cow,dehydration;diarrhea;fever;loss_of_appetite,Bovine_Diarrhea
945,cow,loss_of_appetite;weakness;diarrhea;fever,Bovine_Diarrhea
946,cow,loss_of_appetite;fever;diarrhea;dehydration,Bovine_Diarrhea
947,cow,loss_of_appetite;dehydration;weakness;fever,Bovine_Diarrhea
948,cow,weakness;dehydration;fever,Bovine_Diarrhea
949,cow,weakness;fever;dehydration;loss_of_appetite;diarrhea,Bovine_Diarrhea
950,cow,fever;loss_of_appetite;diarrhea;weakness;dehydration,Bovine_Diarrhea
951,cow,weakness;loss_of_appetite;diarrhea;dehydration,Bovine_Diarrhea
952,cow,loss_of_appetite;weakness;fever;diarrhea;dehydration,Bovine_Diarrhea
953,cow,diarrhea;weakness;loss_of_appetite,Bovine_Diarrhea
954,cow,diarrhea;loss_of_appetite;weakness,Bovine_Diarrhea
955,cow,fever;weakness;loss_of_appetite;dehydration;diarrhea,Bovine_Diarrhea
956,cow,diarrhea;fever;dehydration;weakness;loss_of_appetite,Bovine_Diarrhea
957,cow,dehydration;weakness;loss_of_appetite;diarrhea;fever,Bovine_Diarrhea
958,cow,fever;diarrhea;loss_of_appetite;weakness;dehydration,Bovine_Diarrhea
959,cow,fever;loss_of_appetite;diarrhea;weakness;dehydration,Bovine_Diarrhea
960,cow,fever;dehydration;loss_of_appetite;weakness;diarrhea,Bovine_Diarrhea
961,cow,dehydration;weakness;diarrhea,Bovine_Diarrhea
962,cow,weakness;diarrhea;dehydration,Bovine_Diarrhea
963,cow,dehydration;diarrhea;fever;weakness,Bovine_Diarrhea
964,cow,weakness;loss_of_appetite;dehydration;fever;diarrhea,Bovine_Diarrhea
965,cow,dehydration;fever;diarrhea;loss_of_appetite;weakness,Bovine_Diarrhea
966,cow,fever;loss_of_appetite;dehydration;weakness,Bovine_Diarrhea
967,cow,fever;diarrhea;dehydration,Bovine_Diarrhea
968,cow,fever;loss_of_appetite;weakness;diarrhea,Bovine_Diarrhea
969,cow,diarrhea;weakness;dehydration;fever;loss_of_appetite,Bovine_Diarrhea
970,cow,weakness;dehydration;loss_of_appetite;fever;diarrhea,Bovine_Diarrhea
971,cow,weakness;diarrhea;loss_of_appetite;fever;dehydration,Bovine_Diarrhea
972,cow,dehydration;diarrhea;weakness;fever;loss_of_appetite,Bovine_Diarrhea
973,cow,dehydration;weakness;loss_of_appetite,Bovine_Diarrhea
974,cow,weakness;fever;dehydration,Bovine_Diarrhea
975,cow,diarrhea;dehydration;weakness;loss_of_appetite,Bovine_Diarrhea
976,cow,dehydration;fever;diarrhea,Bovine_Diarrhea
977,cow,dehydration;fever;weakness;loss_of_appetite,Bovine_Diarrhea
978,cow,weakness;loss_of_appetite;dehydration;fever;diarrhea,Bovine_Diarrhea
979,cow,loss_of_appetite;diarrhea;weakness,Bovine_Diarrhea
980,cow,fever;diarrhea;dehydration;weakness,Bovine_Diarrhea
981,cow,weakness;loss_of_appetite;coughing;fever,Bovine_Tuberculosis
982,cow,weakness;weight_loss;coughing;fever;loss_of_appetite,Bovine_Tuberculosis
983,cow,weight_loss;coughing;loss_of_appetite,Bovine_Tuberculosis
984,cow,weight_loss;fever;coughing,Bovine_Tuberculosis
985,cow,weight_loss;weakness;coughing,Bovine_Tuberculosis
986,cow,loss_of_appetite;weakness;weight_loss,Bovine_Tuberculosis
987,cow,fever;coughing;loss_of_appetite;weakness,Bovine_Tuberculosis
988,cow,fever;weakness;loss_of_appetite;coughing;weight_loss,Bovine_Tuberculosis
989,cow,weight_loss;weakness;fever;coughing,Bovine_Tuberculosis
990,cow,weakness;weight_loss;loss_of_appetite,Bovine_Tuberculosis
991,cow,loss_of_appetite;fever;weight_loss;coughing,Bovine_Tuberculosis
992,cow,fever;coughing;weakness,Bovine_Tuberculosis
993,cow,fever;weight_loss;coughing;loss_of_appetite,Bovine_Tuberculosis
994,cow,weight_loss;fever;loss_of_appetite;coughing;weakness,Bovine_Tuberculosis
995,cow,coughing;weight_loss;weakness;loss_of_appetite;fever,Bovine_Tuberculosis
996,cow,fever;coughing;weakness,Bovine_Tuberculosis
997,cow,loss_of_appetite;weakness;fever;weight_loss,Bovine_Tuberculosis
998,cow,weakness;fever;coughing;weight_loss,Bovine_Tuberculosis
999,cow,loss_of_appetite;weight_loss;fever;weakness,Bovine_Tuberculosis
1000,cow,loss_of_appetite;weight_loss;coughing;fever;weakness,Bovine_Tuberculosis
1001,cow,fever;coughing;weight_loss,Bovine_Tuberculosis
1002,cow,weakness;loss_of_appetite;coughing;weight_loss;fever,Bovine_Tuberculosis
1003,cow,weakness;coughing;fever;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1004,cow,loss_of_appetite;weakness;fever;weight_loss,Bovine_Tuberculosis
1005,cow,weight_loss;fever;coughing;weakness;loss_of_appetite,Bovine_Tuberculosis
1006,cow,fever;loss_of_appetite;weakness,Bovine_Tuberculosis
1007,cow,loss_of_appetite;coughing;weakness,Bovine_Tuberculosis
1008,cow,fever;weight_loss;weakness;loss_of_appetite;coughing,Bovine_Tuberculosis
1009,cow,fever;loss_of_appetite;weight_loss;weakness;coughing,Bovine_Tuberculosis
1010,cow,weight_loss;coughing;fever;loss_of_appetite;weakness,Bovine_Tuberculosis
1011,cow,fever;weight_loss;coughing,Bovine_Tuberculosis
1012,cow,loss_of_appetite;weakness;coughing;fever,Bovine_Tuberculosis
1013,cow,weakness;fever;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1014,cow,weight_loss;coughing;loss_of_appetite,Bovine_Tuberculosis
1015,cow,fever;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1016,cow,weight_loss;fever;loss_of_appetite,Bovine_Tuberculosis
1017,cow,weakness;coughing;fever,Bovine_Tuberculosis
1018,cow,coughing;fever;loss_of_appetite;weight_loss;weakness,Bovine_Tuberculosis
1019,cow,fever;weakness;weight_loss,Bovine_Tuberculosis
1020,cow,fever;loss_of_appetite;coughing;weight_loss,Bovine_Tuberculosis
1021,cow,loss_of_appetite;weight_loss;weakness;fever,Bovine_Tuberculosis
1022,cow,coughing;weight_loss;loss_of_appetite;fever,Bovine_Tuberculosis
1023,cow,weakness;weight_loss;loss_of_appetite;coughing,Bovine_Tuberculosis
1024,cow,weakness;weight_loss;coughing;loss_of_appetite,Bovine_Tuberculosis
1025,cow,weakness;fever;coughing;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1026,cow,weakness;coughing;weight_loss;fever;loss_of_appetite,Bovine_Tuberculosis
1027,cow,loss_of_appetite;weakness;fever;weight_loss,Bovine_Tuberculosis
1028,cow,weakness;coughing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1029,cow,weight_loss;weakness;loss_of_appetite;fever;coughing,Bovine_Tuberculosis
1030,cow,weakness;fever;loss_of_appetite;coughing,Bovine_Tuberculosis
1031,cow,fever;loss_of_appetite;coughing,Bovine_Tuberculosis
1032,cow,weakness;loss_of_appetite;coughing,Bovine_Tuberculosis
1033,cow,weakness;coughing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1034,cow,fever;loss_of_appetite;weakness;coughing;weight_loss,Bovine_Tuberculosis
1035,cow,weakness;fever;weight_loss,Bovine_Tuberculosis
1036,cow,weight_loss;weakness;fever,Bovine_Tuberculosis
1037,cow,coughing;fever;loss_of_appetite;weakness;weight_loss,Bovine_Tuberculosis
1038,cow,coughing;fever;weakness;weight_loss,Bovine_Tuberculosis
1039,cow,loss_of_appetite;fever;weakness;weight_loss,Bovine_Tuberculosis
1040,cow,coughing;fever;loss_of_appetite,Bovine_Tuberculosis
1041,cow,coughing;loss_of_appetite;weight_loss,Bovine_Tuberculosis
1042,cow,weakness;loss_of_appetite;fever,Bovine_Tuberculosis
1043,cow,weakness;fever;coughing,Bovine_Tuberculosis
1044,cow,fever;weight_loss;coughing;weakness,Bovine_Tuberculosis
1045,cow,weakness;loss_of_appetite;coughing;fever;weight_loss,Bovine_Tuberculosis
1046,cow,weakness;loss_of_appetite;coughing;fever;weight_loss,Bovine_Tuberculosis
1047,cow,fever;loss_of_appetite;weakness;coughing;weight_loss,Bovine_Tuberculosis
1048,cow,weakness;loss_of_appetite;coughing,Bovine_Tuberculosis
1049,cow,weakness;coughing;weight_loss;loss_of_appetite,Bovine_Tuberculosis
1050,cow,loss_of_appetite;coughing;weakness;weight_loss;fever,Bovine_Tuberculosis
1,dog,උණ;lethargy;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Parvovirus
2,dog,loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;lethargy;උණ;වමන,Parvovirus
3,dog,දිගු අස්ථිර දියවැඩියාව;උණ;වමන,Parvovirus
4,dog,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;වමන;lethargy,Parvovirus
5,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;උණ,Parvovirus
6,dog,උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;වමන;lethargy,Parvovirus
7,dog,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;lethargy;වමන,Parvovirus
8,dog,lethargy;උණ;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;වමන,Parvovirus
9,dog,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;වමන;lethargy,Parvovirus
10,dog,උණ;lethargy;දිගු අස්ථිර දියවැඩියාව;වමන;loss_of_appetite,Parvovirus
11,dog,loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව,Parvovirus
12,dog,loss_of_appetite;lethargy;වමන;දිගු අස්ථිර දියවැඩියාව,Parvovirus
13,dog,loss_of_appetite;උණ;lethargy;දිගු අස්ථිර දියවැඩියාව,Parvovirus
14,dog,loss_of_appetite;lethargy;උණ,Parvovirus
15,dog,උණ;lethargy;loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව,Parvovirus
16,dog,lethargy;උණ;දිගු අස්ථිර දියවැඩියාව,Parvovirus
17,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite,Parvovirus
18,dog,loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;වමන,Parvovirus
19,dog,උණ;lethargy;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Parvovirus
20,dog,උණ;වමන;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;lethargy,Parvovirus
21,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;වමන,Parvovirus
22,dog,loss_of_appetite;වමන;lethargy;උණ;දිගු අස්ථිර දියවැඩියාව,Parvovirus
23,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;වමන;loss_of_appetite,Parvovirus
24,dog,දිගු අස්ථිර දියවැඩියාව;වමන;උණ,Parvovirus
25,dog,දිගු අස්ථිර දියවැඩියාව;වමන;lethargy;උණ,Parvovirus
26,dog,වමන;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව,Parvovirus
27,dog,loss_of_appetite;lethargy;දිගු අස්ථිර දියවැඩියාව;උණ;වමන,Parvovirus
28,dog,වමන;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;lethargy,Parvovirus
29,dog,lethargy;උණ;loss_of_appetite,Parvovirus
30,dog,loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;lethargy;උණ,Parvovirus
31,dog,වමන;දිගු අස්ථිර දියවැඩියාව;උණ,Parvovirus
32,dog,දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite;lethargy,Parvovirus
33,dog,දිගු අස්ථිර දියවැඩියාව;වමන;lethargy;loss_of_appetite;උණ,Parvovirus
34,dog,වමන;දිගු අස්ථිර දියවැඩියාව;උණ,Parvovirus
35,dog,lethargy;වමන;loss_of_appetite,Parvovirus
36,dog,වමන;දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite;උණ,Parvovirus
37,dog,වමන;උණ;lethargy;දිගු අස්ථිර දියවැඩියාව,Parvovirus
38,dog,වමන;loss_of_appetite;උණ,Parvovirus
39,dog,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Parvovirus
40,dog,lethargy;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;වමන,Parvovirus
41,dog,lethargy;වමන;දිගු අස්ථිර දියවැඩියාව,Parvovirus
42,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;උණ;loss_of_appetite;වමන,Parvovirus
43,dog,lethargy;උණ;වමන;loss_of_appetite,Parvovirus
44,dog,වමන;දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite;උණ,Parvovirus
45,dog,උණ;දිගු අස්ථිර දියවැඩියාව;වමන,Parvovirus
46,dog,උණ;loss_of_appetite;lethargy,Parvovirus
47,dog,වමන;දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite,Parvovirus
48,dog,දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite,Parvovirus
49,dog,දිගු අස්ථිර දියවැඩියාව;උණ;lethargy,Parvovirus
50,dog,lethargy;උණ;loss_of_appetite,Parvovirus
51,dog,උණ;lethargy;වමන;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Parvovirus
52,dog,lethargy;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;වමන;උණ,Parvovirus
53,dog,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;lethargy;වමන,Parvovirus
54,dog,වමන;loss_of_appetite;lethargy;දිගු අස්ථිර දියවැඩියාව;උණ,Parvovirus
55,dog,උණ;දිගු අස්ථිර දියවැඩියාව;loss_of_appetite,Parvovirus
56,dog,වමන;lethargy;loss_of_appetite,Parvovirus
57,dog,lethargy;loss_of_appetite;උණ;දිගු අස්ථිර දියවැඩියාව;වමන,Parvovirus
58,dog,වමන;දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite;lethargy,Parvovirus
59,dog,lethargy;උණ;දිගු අස්ථිර දියවැඩියාව,Parvovirus
60,dog,උණ;දිගු අස්ථිර දියවැඩියාව;වමන;lethargy;loss_of_appetite,Parvovirus
61,dog,උණ;lethargy;loss_of_appetite;වමන;දිගු අස්ථිර දියවැඩියාව,Parvovirus
62,dog,දිගු අස්ථිර දියවැඩියාව;loss_of_appetite;උණ;lethargy;වමන,Parvovirus
63,dog,දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite,Parvovirus
64,dog,දිගු අස්ථිර දියවැඩියාව;වමන;loss_of_appetite,Parvovirus
65,dog,වමන;දිගු අස්ථිර දියවැඩියාව;උණ;loss_of_appetite,Parvovirus
66,dog,loss_of_appetite;වමන;උණ,Parvovirus
67,dog,උණ;දිගු අස්ථිර දියවැඩියාව;lethargy;loss_of_appetite;වමන,Parvovirus
68,dog,උණ;දිගු අස්ථිර දියවැඩියාව;වමන;lethargy,Parvovirus
69,dog,lethargy;උණ;වමන,Parvovirus
70,dog,උණ;lethargy;loss_of_appetite;දිගු අස්ථිර දියවැඩියාව;වමන,Parvovirus
71,dog,lethargy;කැස්සing;ඇස්_discharge;උණ,Distemper
72,dog,කැස්සing;උණ;ඇස්_discharge,Distemper
73,dog,ඇස්_discharge;කැස්සing;lethargy,Distemper
74,dog,ඇස්_discharge;lethargy;runny_නැති;කැස්සing,Distemper
75,dog,උණ;runny_නැති;ඇස්_discharge,Distemper
76,dog,උණ;ඇස්_discharge;runny_නැති,Distemper
77,dog,උණ;ඇස්_discharge;runny_නැති;lethargy;කැස්සing,Distemper
78,dog,කැස්සing;ඇස්_discharge;runny_නැති;lethargy,Distemper
79,dog,lethargy;කැස්සing;උණ;runny_නැති;ඇස්_discharge,Distemper
80,dog,උණ;ඇස්_discharge;lethargy;runny_නැති,Distemper
81,dog,ඇස්_discharge;lethargy;කැස්සing;උණ,Distemper
82,dog,ඇස්_discharge;උණ;lethargy;runny_නැති,Distemper
83,dog,කැස්සing;උණ;lethargy,Distemper
84,dog,කැස්සing;runny_නැති;ඇස්_discharge;උණ;lethargy,Distemper
85,dog,lethargy;උණ;ඇස්_discharge;runny_නැති;කැස්සing,Distemper
86,dog,කැස්සing;lethargy;ඇස්_discharge,Distemper
87,dog,ඇස්_discharge;උණ;කැස්සing,Distemper
88,dog,lethargy;runny_නැති;ඇස්_discharge;උණ;කැස්සing,Distemper
89,dog,කැස්සing;lethargy;runny_නැති,Distemper
90,dog,කැස්සing;lethargy;උණ,Distemper
91,dog,runny_නැති;උණ;lethargy;කැස්සing,Distemper
92,dog,runny_නැති;lethargy;කැස්සing,Distemper
93,dog,කැස්සing;lethargy;runny_නැති,Distemper
94,dog,runny_නැති;ඇස්_discharge;lethargy;කැස්සing;උණ,Distemper
95,dog,lethargy;කැස්සing;runny_නැති,Distemper
96,dog,runny_නැති;උණ;කැස්සing,Distemper
97,dog,උණ;lethargy;ඇස්_discharge;කැස්සing,Distemper
98,dog,ඇස්_discharge;runny_නැති;කැස්සing;lethargy;උණ,Distemper
99,dog,ඇස්_discharge;කැස්සing;උණ,Distemper
100,dog,උණ;කැස්සing;lethargy;ඇස්_discharge;runny_නැති,Distemper
